Date,Open,High,Low,Close,Volume
1/31/2011 15:30:00,18012.81,19035.76,17834.9,18635.47,552915
2/1/2011 15:30:00,18813.38,18813.38,18101.76,18190.71,298256
2/7/2011 15:30:00,18324.14,18457.57,17523.57,18457.57,392823
2/8/2011 15:30:00,18324.14,18768.9,18235.19,18546.52,325233
2/9/2011 15:30:00,18635.47,18635.47,17834.9,18368.62,259915
2/10/2011 15:30:00,18368.62,18368.62,17968.33,18279.67,242117
2/11/2011 15:30:00,18146.24,19347.09,18057.29,19213.66,748711
2/14/2011 15:30:00,19480.52,19925.28,19213.66,19658.42,594426
2/15/2011 15:30:00,19480.52,19747.38,19124.71,19747.38,234695
2/16/2011 15:30:00,19569.47,20014.23,19347.09,19702.9,327855
2/17/2011 15:30:00,19747.38,20103.18,18368.62,19347.09,411942
2/18/2011 15:30:00,19035.76,19169.19,18368.62,18946.81,326037
2/21/2011 15:30:00,18991.28,19480.52,18768.9,19391.57,243249
2/22/2011 15:30:00,19302.62,19302.62,18457.57,18991.28,263736
2/23/2011 15:30:00,18768.9,19347.09,17790.43,18679.95,357356
2/24/2011 15:30:00,18457.57,18902.33,18279.67,18591,177332
2/25/2011 15:30:00,18724.43,19124.71,18591,19124.71,366204
2/28/2011 15:30:00,19169.19,19836.33,18991.28,19480.52,476591
3/2/2011 15:30:00,19213.66,19658.42,19035.76,19436.04,226342
3/3/2011 15:30:00,19525,20681.37,19302.62,20014.23,611312
3/4/2011 15:30:00,20014.23,20103.18,19569.47,20014.23,269216
3/7/2011 15:30:00,19925.28,19925.28,18857.85,19436.04,357602
3/8/2011 15:30:00,19347.09,19436.04,18902.33,19169.19,427411
3/9/2011 15:30:00,19347.09,20014.23,19080.23,19925.28,643718
3/10/2011 15:30:00,19658.42,19791.85,19124.71,19658.42,292370
3/11/2011 15:30:00,19391.57,19836.33,19035.76,19213.66,199317
3/14/2011 15:30:00,17568.05,17923.86,16367.19,16367.19,2784025
3/15/2011 15:30:00,16011.39,16634.05,13921.01,15388.72,2871440
3/16/2011 15:30:00,15655.58,16411.67,15032.91,16100.34,1383260
3/17/2011 15:30:00,15433.2,15655.58,14543.68,14899.48,2075075
3/18/2011 15:30:00,15210.82,15611.1,14988.44,15477.67,1381387
3/21/2011 15:30:00,16011.39,16545.1,15922.43,16367.19,1320449
3/22/2011 15:30:00,16589.57,16589.57,15877.96,15966.91,596237
3/23/2011 15:30:00,16100.34,16100.34,15655.58,15833.48,424194
3/24/2011 15:30:00,16011.39,16589.57,15744.53,16233.77,538666
3/25/2011 15:30:00,16278.24,16411.67,15789.01,16011.39,427965
3/28/2011 15:30:00,15877.96,16144.81,15477.67,15522.15,387320
3/29/2011 15:30:00,15344.24,15877.96,15299.77,15477.67,362284
3/30/2011 15:30:00,15655.58,15744.53,15344.24,15433.2,406165
3/31/2011 15:30:00,15566.63,15966.91,15522.15,15700.05,425834
4/1/2011 15:30:00,15789.01,15877.96,15299.77,15388.72,475777
4/4/2011 15:30:00,15388.72,16189.29,15388.72,16100.34,737395
4/5/2011 15:30:00,16233.77,17434.62,15922.43,17123.29,1280357
4/6/2011 15:30:00,17034.34,17479.1,16634.05,17034.34,577273
4/7/2011 15:30:00,16989.86,17301.19,16767.48,17301.19,387813
4/8/2011 15:30:00,17167.76,17212.24,16367.19,16367.19,448214
4/11/2011 15:30:00,16367.19,16456.15,15344.24,15655.58,735114
4/12/2011 15:30:00,15477.67,16100.34,15477.67,15833.48,414866
4/13/2011 15:30:00,16144.81,16233.77,15611.1,15877.96,289692
4/14/2011 15:30:00,15877.96,16011.39,15299.77,15655.58,451940
4/15/2011 15:30:00,15966.91,16723,15966.91,16545.1,724468
4/18/2011 15:30:00,16634.05,17657,16189.29,17523.57,1099398
4/19/2011 15:30:00,17523.57,17790.43,17345.67,17479.1,520133
4/20/2011 15:30:00,17790.43,18012.81,16856.43,16900.91,742750
4/21/2011 15:30:00,17034.34,17167.76,16322.72,16723,593631
4/22/2011 15:30:00,16634.05,16989.86,16456.15,16723,278489
4/25/2011 15:30:00,17034.34,17879.38,16811.96,17434.62,1120025
4/26/2011 15:30:00,17434.62,17568.05,16811.96,17167.76,582793
4/27/2011 15:30:00,17301.19,17790.43,17078.81,17790.43,677592
4/28/2011 15:30:00,18057.29,18057.29,17301.19,17301.19,449337
4/29/2011 15:30:00,17256.72,17523.57,16634.05,17212.24,379706
5/2/2011 15:30:00,17745.95,18591,17568.05,17968.33,1102148
5/3/2011 15:30:00,18235.19,18902.33,18012.81,18457.57,1302993
5/4/2011 15:30:00,18635.47,18679.95,17834.9,18190.71,543075
5/6/2011 15:30:00,18368.62,18768.9,18057.29,18368.62,690962
5/9/2011 15:30:00,18457.57,18857.85,18235.19,18368.62,361270
5/11/2011 15:30:00,18502.05,18635.47,18012.81,18457.57,310027
5/12/2011 15:30:00,18279.67,19302.62,18235.19,18235.19,769375
5/13/2011 15:30:00,18679.95,18902.33,18057.29,18235.19,404465
5/16/2011 15:30:00,18235.19,18857.85,18057.29,18813.38,453408
5/17/2011 15:30:00,18012.81,18279.67,16767.48,16767.48,1436081
5/18/2011 15:30:00,16589.57,17123.29,16055.86,16811.96,1011829
5/19/2011 15:30:00,16856.43,17034.34,15877.96,15922.43,390318
5/20/2011 15:30:00,15922.43,16367.19,15789.01,16011.39,186503
5/23/2011 15:30:00,15877.96,16411.67,15166.34,15210.82,286406
5/24/2011 15:30:00,14855.01,15789.01,14766.06,15789.01,230369
5/25/2011 15:30:00,16011.39,16100.34,15299.77,15299.77,156916
5/26/2011 15:30:00,15388.72,16100.34,15388.72,15877.96,278864
5/27/2011 15:30:00,15744.53,16011.39,15121.86,15433.2,468748
5/30/2011 15:30:00,15566.63,15833.48,15433.2,15700.05,343616
5/31/2011 15:30:00,15833.48,16144.81,15700.05,16100.34,308867
6/1/2011 15:30:00,16322.72,16411.67,15877.96,16100.34,441967
6/2/2011 15:30:00,15744.53,17167.76,15477.67,17034.34,766400
6/3/2011 15:30:00,17167.76,17256.72,16723,16856.43,355003
6/7/2011 15:30:00,17078.81,17390.14,16767.48,16856.43,405695
6/8/2011 15:30:00,17034.34,17034.34,15789.01,16144.81,341285
6/9/2011 15:30:00,16011.39,16545.1,15789.01,16500.62,320856
6/10/2011 15:30:00,17167.76,17301.19,15833.48,16456.15,746579
6/13/2011 15:30:00,17212.24,18457.57,16678.53,16989.86,3590804
6/14/2011 15:30:00,16989.86,17167.76,16545.1,17034.34,921721
6/15/2011 15:30:00,17034.34,17167.76,16678.53,16945.38,385307
6/16/2011 15:30:00,16678.53,16945.38,16500.62,16767.48,442746
6/17/2011 15:30:00,16856.43,16900.91,16011.39,16589.57,421203
6/20/2011 15:30:00,16945.38,17434.62,16767.48,17167.76,595978
6/21/2011 15:30:00,17301.19,17479.1,16767.48,17301.19,364128
6/22/2011 15:30:00,17345.67,17479.1,16900.91,16945.38,215696
6/23/2011 15:30:00,16945.38,17034.34,16589.57,16811.96,218415
6/24/2011 15:30:00,17078.81,18146.24,16989.86,17923.86,1135505
6/27/2011 15:30:00,18057.29,19480.52,18012.81,19213.66,1299581
6/28/2011 15:30:00,19213.66,19391.57,18724.43,19213.66,604721
6/29/2011 15:30:00,19213.66,20147.66,18902.33,19836.33,866016
6/30/2011 15:30:00,19791.85,21659.85,19658.42,20992.71,1249400
7/1/2011 15:30:00,21259.56,21971.18,20636.9,20948.23,968773
7/4/2011 15:30:00,21081.66,21481.94,20458.99,21081.66,537344
7/5/2011 15:30:00,20992.71,21437.47,20370.04,20636.9,462151
7/6/2011 15:30:00,20458.99,21304.04,20192.14,21170.61,584180
7/7/2011 15:30:00,21392.99,22593.84,21304.04,22593.84,1065943
7/8/2011 15:30:00,22860.7,23438.89,22238.04,22593.84,783631
7/11/2011 15:30:00,22504.89,24328.41,22104.61,23661.27,1182046
7/12/2011 15:30:00,23572.32,24106.03,23172.03,23972.6,634047
7/13/2011 15:30:00,24639.74,24639.74,23705.75,24461.84,576918
7/14/2011 15:30:00,24639.74,25796.12,24150.51,24150.51,1153590
7/15/2011 15:30:00,23839.17,24372.89,23216.51,24239.46,770770
7/18/2011 15:30:00,24684.22,24728.7,23972.6,24328.41,423276
7/19/2011 15:30:00,24106.03,25084.5,24061.55,24550.79,412574
7/20/2011 15:30:00,24906.6,25306.88,24283.94,25084.5,544244
7/21/2011 15:30:00,25128.98,25306.88,23438.89,23438.89,645312
7/22/2011 15:30:00,23794.7,24106.03,23260.99,23438.89,544696
7/25/2011 15:30:00,23438.89,23839.17,23172.03,23216.51,312635
7/26/2011 15:30:00,23172.03,24283.94,23172.03,24194.98,620340
7/27/2011 15:30:00,24194.98,24773.17,23839.17,24595.27,515462
7/28/2011 15:30:00,24194.98,24684.22,24106.03,24194.98,332994
7/29/2011 15:30:00,24417.36,25440.31,24017.08,24061.55,720012
8/1/2011 15:30:00,24194.98,24728.7,23616.79,23661.27,385018
8/2/2011 15:30:00,23616.79,23616.79,22060.13,22460.42,911777
8/3/2011 15:30:00,22238.04,22949.65,21437.47,22816.22,788601
8/4/2011 15:30:00,22638.32,23305.46,21348.51,21526.42,660201
8/5/2011 15:30:00,20325.56,23972.6,19569.47,22771.75,1464807
8/8/2011 15:30:00,22371.46,23216.51,19747.38,21659.85,902115
8/9/2011 15:30:00,20458.99,22994.13,18857.85,21793.28,1081335
8/10/2011 15:30:00,22771.75,23172.03,22238.04,22727.27,587602
8/11/2011 15:30:00,21437.47,23305.46,21437.47,23216.51,543361
8/12/2011 15:30:00,23928.13,26196.41,23527.84,24951.08,1402625
8/16/2011 15:30:00,25974.03,27041.45,24684.22,25173.46,1173891
8/17/2011 15:30:00,25395.84,27308.31,25084.5,27308.31,971074
8/18/2011 15:30:00,28286.78,31400.11,27842.02,31400.11,3161894
8/19/2011 15:30:00,31133.25,33757.34,29131.83,29309.73,6414804
8/22/2011 15:30:00,30021.35,30199.25,25974.03,26596.69,2146525
8/23/2011 15:30:00,27219.36,28776.02,26641.17,27486.21,1728359
8/24/2011 15:30:00,27930.97,28464.69,26418.79,27664.12,1153047
8/25/2011 15:30:00,28286.78,29176.3,26685.64,26996.98,899872
8/26/2011 15:30:00,27041.45,28953.92,26552.21,28197.83,1311296
8/29/2011 15:30:00,28731.54,29798.97,28153.35,28331.26,950673
8/30/2011 15:30:00,29532.11,32556.48,28909.45,32556.48,1651169
8/31/2011 15:30:00,34068.67,34824.76,32867.82,33623.91,3008805
9/1/2011 15:30:00,33801.81,34157.62,32734.39,33801.81,1478576
9/2/2011 15:30:00,34335.53,36692.76,33890.77,34513.43,2542608
9/5/2011 15:30:00,35047.14,37359.9,34335.53,34557.91,1987075
9/6/2011 15:30:00,34646.86,35180.57,30955.35,31755.92,1585336
9/7/2011 15:30:00,32467.53,33623.91,31133.25,32067.25,1178007
9/8/2011 15:30:00,32467.53,34380,32200.68,32645.44,1188561
9/9/2011 15:30:00,33179.15,33579.43,32734.39,33134.67,602952
9/14/2011 15:30:00,33623.91,33623.91,31133.25,31133.25,654887
9/15/2011 15:30:00,32111.72,32378.58,28687.07,31355.63,859511
9/16/2011 15:30:00,31933.82,32289.63,31177.73,32022.77,728762
9/19/2011 15:30:00,31978.3,33534.96,31666.96,32734.39,575173
9/20/2011 15:30:00,32512.01,37582.28,32512.01,36470.38,2671520
9/21/2011 15:30:00,36737.24,37359.9,35447.43,36425.9,1429508
9/22/2011 15:30:00,37004.09,38071.52,36292.47,36915.14,1489455
9/23/2011 15:30:00,35803.24,37226.47,34602.38,36114.57,1245406
9/26/2011 15:30:00,37093.04,37448.85,32245.15,33223.63,1227647
9/27/2011 15:30:00,35002.67,37582.28,34958.19,36826.19,1379580
9/28/2011 15:30:00,37537.8,40962.46,37093.04,38738.66,2461443
9/29/2011 15:30:00,39494.75,41451.7,38916.56,40206.37,1908367
9/30/2011 15:30:00,41006.94,41496.18,40206.37,41051.41,991450
10/4/2011 15:30:00,39494.75,42029.89,38961.04,41851.98,1377027
10/5/2011 15:30:00,42341.22,43141.79,40962.46,40962.46,1025871
10/6/2011 15:30:00,42252.27,42430.17,36737.24,39316.85,1239291
10/7/2011 15:30:00,39316.85,39939.51,37359.9,38783.13,1561779
10/10/2011 15:30:00,39227.9,43364.17,38872.09,43230.74,1761464
10/11/2011 15:30:00,43942.36,43986.84,42074.36,42563.6,1394952
10/12/2011 15:30:00,43364.17,48745.77,43141.79,46699.88,2587478
10/13/2011 15:30:00,45632.45,47856.25,44565.02,45810.35,1757844
10/14/2011 15:30:00,45454.55,46966.73,43853.41,45810.35,1198772
10/17/2011 15:30:00,46699.88,48212.06,45899.31,47233.59,978138
10/18/2011 15:30:00,46255.11,51503.29,46166.16,48834.73,2056661
10/19/2011 15:30:00,50346.91,51414.34,48034.16,49012.63,2022877
10/20/2011 15:30:00,50257.96,50613.77,44565.02,45365.59,1225632
10/21/2011 15:30:00,46255.11,47322.54,44831.88,46877.78,878476
10/24/2011 15:30:00,47411.49,47678.35,43764.45,45365.59,1749384
10/25/2011 15:30:00,46166.16,46788.83,44253.69,44431.6,829539
10/26/2011 15:30:00,43942.36,46521.97,43942.36,45276.64,891153
10/27/2011 15:30:00,45632.45,46255.11,43631.03,44342.64,737791
10/28/2011 15:30:00,44920.83,45098.74,40295.32,42608.08,1711431
10/31/2011 15:30:00,43453.12,44253.69,42608.08,43764.45,587302
11/1/2011 15:30:00,43808.93,44253.69,42074.36,42563.6,498525
11/2/2011 15:30:00,41095.89,44031.31,41095.89,42563.6,579053
11/3/2011 15:30:00,43141.79,46077.21,42697.03,44920.83,1127668
11/4/2011 15:30:00,45276.64,45276.64,44120.26,44920.83,663431
11/7/2011 15:30:00,45098.74,46344.07,44253.69,44387.12,607953
11/8/2011 15:30:00,45187.69,46433.02,44653.98,45721.4,882513
11/9/2011 15:30:00,46255.11,46521.97,44653.98,44920.83,500897
11/10/2011 15:30:00,44164.74,44342.64,42519.12,43542.07,430244
11/11/2011 15:30:00,44209.22,45721.4,43942.36,45632.45,593839
11/14/2011 15:30:00,46521.97,49724.25,46344.07,48301.01,1228276
11/15/2011 15:30:00,48389.97,48834.73,47411.49,48301.01,455259
11/16/2011 15:30:00,49101.58,49190.54,46788.83,47055.68,526950
11/17/2011 15:30:00,47144.64,48301.01,45543.5,47767.3,366325
11/18/2011 15:30:00,47233.59,48301.01,46788.83,47678.35,293037
11/21/2011 15:30:00,47144.64,47767.3,46077.21,46521.97,276724
11/22/2011 15:30:00,46166.16,53460.24,45899.31,53460.24,1852855
11/23/2011 15:30:00,54794.52,55150.33,45454.55,45899.31,3295690
11/24/2011 15:30:00,45276.64,48212.06,44164.74,44164.74,1852102
11/25/2011 15:30:00,45098.74,45187.69,38338.37,40028.46,1960936
11/28/2011 15:30:00,40428.75,41985.41,39316.85,40517.7,1003143
11/29/2011 15:30:00,40917.99,41807.51,39983.99,40161.89,719855
11/30/2011 15:30:00,40295.32,41273.79,38115.99,39405.8,790971
12/1/2011 15:30:00,40384.27,41585.13,39539.23,41184.84,917811
12/2/2011 15:30:00,41629.6,41718.56,40028.46,40206.37,438992
12/5/2011 15:30:00,40428.75,40517.7,39672.66,39850.56,315745
12/6/2011 15:30:00,39939.51,43052.84,39761.61,40517.7,1280244
12/7/2011 15:30:00,40917.99,41674.08,40117.42,40384.27,507553
12/8/2011 15:30:00,40829.03,42163.32,40784.56,41763.03,667580
12/9/2011 15:30:00,41451.7,43052.84,41140.37,42785.98,686183
12/12/2011 15:30:00,43141.79,44920.83,42029.89,44298.17,889643
12/13/2011 15:30:00,44075.79,45810.35,42785.98,42785.98,696161
12/14/2011 15:30:00,43230.74,43808.93,41095.89,41184.84,479629
12/15/2011 15:30:00,41718.56,42608.08,40206.37,41140.37,395807
12/16/2011 15:30:00,41273.79,42341.22,41095.89,41362.75,288689
12/19/2011 15:30:00,40740.08,41318.27,36025.62,38249.42,578390
12/20/2011 15:30:00,38160.47,39539.23,38160.47,38872.09,287017
12/21/2011 15:30:00,39583.7,40517.7,39049.99,39850.56,269936
12/22/2011 15:30:00,39850.56,40473.23,39494.75,39850.56,159187
12/23/2011 15:30:00,40072.94,41718.56,39806.08,40072.94,380330
12/26/2011 15:30:00,40473.23,40473.23,38783.13,38783.13,223185
12/27/2011 15:30:00,38783.13,39138.94,36470.38,37938.09,429185
12/28/2011 15:30:00,38071.52,39049.99,37493.33,38694.18,231681
12/29/2011 15:30:00,38071.52,40917.99,38071.52,40651.13,515857
1/2/2012 15:30:00,41095.89,41674.08,40651.13,41140.37,220214
1/3/2012 15:30:00,41273.79,42252.27,40740.08,42252.27,336864
1/4/2012 15:30:00,43230.74,44831.88,42430.17,42874.93,690344
1/5/2012 15:30:00,43497.6,44209.22,42874.93,43986.84,371292
1/6/2012 15:30:00,44209.22,44742.93,43631.03,44253.69,299364
1/9/2012 15:30:00,44653.98,45988.26,44120.26,45187.69,508536
1/10/2012 15:30:00,45187.69,45543.5,44209.22,44342.64,233951
1/11/2012 15:30:00,44476.07,44653.98,39717.13,41095.89,1427138
1/12/2012 15:30:00,41629.6,42785.98,41451.7,42074.36,583458
1/13/2012 15:30:00,42519.12,42519.12,41184.84,41540.65,260306
1/16/2012 15:30:00,40651.13,43319.69,40651.13,41362.75,516069
1/17/2012 15:30:00,41362.75,42074.36,41184.84,41540.65,202164
1/18/2012 15:30:00,41496.18,41807.51,40651.13,40873.51,222014
1/19/2012 15:30:00,38516.28,42474.65,38516.28,42207.79,934092
1/20/2012 15:30:00,42207.79,42563.6,40428.75,41451.7,287287
1/25/2012 15:30:00,41006.94,41763.03,40562.18,40606.65,189197
1/26/2012 15:30:00,40117.42,41273.79,40117.42,40873.51,136966
1/27/2012 15:30:00,41184.84,43275.22,41051.41,42697.03,928027
1/30/2012 15:30:00,43319.69,48656.82,42919.41,47678.35,1767725
1/31/2012 15:30:00,48123.11,51325.39,46877.78,47144.64,1220661
2/1/2012 15:30:00,46966.73,49724.25,45988.26,47589.4,800210
2/2/2012 15:30:00,48454.55,49636.36,47272.73,49454.55,516574
2/3/2012 15:30:00,50000,51181.82,49181.82,50000,430559
2/6/2012 15:30:00,50363.64,50818.18,49272.73,50454.55,278866
2/7/2012 15:30:00,50181.82,50636.36,49181.82,49727.27,235058
2/8/2012 15:30:00,49545.45,49818.18,48363.64,49454.55,248771
2/9/2012 15:30:00,50000,51636.36,49454.55,49454.55,537668
2/10/2012 15:30:00,50000,50818.18,48636.36,50000,332944
2/13/2012 15:30:00,50454.55,50818.18,49545.45,49727.27,139707
2/14/2012 15:30:00,49636.36,49909.09,48545.45,48727.27,133845
2/15/2012 15:30:00,49545.45,53090.91,49000,51818.18,936141
2/16/2012 15:30:00,52727.27,53545.45,51363.64,52909.09,613309
2/17/2012 15:30:00,52909.09,53636.36,52000,52454.55,363771
2/20/2012 15:30:00,53000,54727.27,51454.55,51454.55,466675
2/21/2012 15:30:00,51636.36,51727.27,49727.27,50909.09,254628
2/22/2012 15:30:00,51636.36,52272.73,50454.55,51000,181494
2/23/2012 15:30:00,50636.36,51727.27,50363.64,51090.91,129938
2/24/2012 15:30:00,51454.55,52454.55,50181.82,50454.55,198140
2/27/2012 15:30:00,50454.55,50818.18,49272.73,49272.73,161567
2/28/2012 15:30:00,50090.91,50181.82,48454.55,48727.27,134492
2/29/2012 15:30:00,49090.91,49545.45,48000,48636.36,187704
3/2/2012 15:30:00,48636.36,49545.45,48272.73,49090.91,97527
3/5/2012 15:30:00,49454.55,50363.64,48818.18,48909.09,130663
3/6/2012 15:30:00,49272.73,51909.09,49090.91,51363.64,208987
3/7/2012 15:30:00,51181.82,52636.36,50636.36,52454.55,269315
3/8/2012 15:30:00,52727.27,52818.18,50181.82,50545.45,408664
3/9/2012 15:30:00,50636.36,50909.09,49636.36,49818.18,143107
3/12/2012 15:30:00,50181.82,50272.73,47000,47090.91,351455
3/13/2012 15:30:00,46272.73,47909.09,45727.27,47818.18,294096
3/14/2012 15:30:00,47545.45,47818.18,45227.27,45545.45,618399
3/15/2012 15:30:00,45272.73,47909.09,44954.55,47727.27,373112
3/16/2012 15:30:00,47800,49500,47250,49500,261887
3/19/2012 15:30:00,49100,50900,49100,49550,181480
3/20/2012 15:30:00,50000,50200,48800,48800,93773
3/21/2012 15:30:00,49650,49700,48200,48700,87367
3/22/2012 15:30:00,48500,49350,48200,48250,109401
3/23/2012 15:30:00,49150,49200,47850,48000,122991
3/26/2012 15:30:00,47600,48200,47250,47350,162566
3/27/2012 15:30:00,47650,49650,47300,47350,285944
3/28/2012 15:30:00,47700,48050,45900,46100,249501
3/29/2012 15:30:00,46200,47000,45000,45600,156010
3/30/2012 15:30:00,45300,48100,45200,47950,248315
4/2/2012 15:30:00,47950,48100,46400,46850,111715
4/3/2012 15:30:00,47000,47050,44700,45100,263013
4/4/2012 15:30:00,45350,45750,42450,45250,369101
4/5/2012 15:30:00,44600,45350,43800,45150,150142
4/6/2012 15:30:00,45100,45650,44000,44200,164266
4/9/2012 15:30:00,43400,44000,41200,42000,254782
4/10/2012 15:30:00,41050,43200,41050,42600,291059
4/12/2012 15:30:00,41900,42600,41200,42450,149773
4/13/2012 15:30:00,43000,43400,42600,43150,214858
4/16/2012 15:30:00,42200,43800,42200,43350,141028
4/17/2012 15:30:00,43350,45100,43200,44000,293325
4/18/2012 15:30:00,44950,44950,42650,42850,183910
4/19/2012 15:30:00,42850,42850,41600,41700,172174
4/20/2012 15:30:00,41300,41750,40150,40900,141015
4/23/2012 15:30:00,40600,41250,40150,40150,128252
4/24/2012 15:30:00,39900,40000,36950,37300,553993
4/25/2012 15:30:00,37900,38900,37200,38200,460793
4/26/2012 15:30:00,38350,41350,38350,40450,515571
4/27/2012 15:30:00,40050,41600,39800,40950,317302
4/30/2012 15:30:00,41050,41300,40150,40550,187935
5/2/2012 15:30:00,40200,41500,40200,41500,343356
5/3/2012 15:30:00,41250,41750,40850,41250,220772
5/4/2012 15:30:00,41250,41300,40550,40950,79324
5/7/2012 15:30:00,40950,44100,40450,43800,488486
5/8/2012 15:30:00,43200,43950,43050,43850,314183
5/9/2012 15:30:00,43450,43600,42950,43300,139905
5/10/2012 15:30:00,43400,44400,43050,43650,164537
5/11/2012 15:30:00,43650,45150,43350,44400,230324
5/14/2012 15:30:00,45200,45300,44200,44850,209312
5/15/2012 15:30:00,44850,45450,43300,45350,355876
5/16/2012 15:30:00,45550,45800,42500,42750,189067
5/17/2012 15:30:00,42500,43400,41750,43000,147715
5/18/2012 15:30:00,42000,42750,41000,41700,200329
